省,市,医院名称,地址,邮政编码,电话,院长,床位数,等级,日门诊量,特色专科
河南省,开封市,中国人民解放军第一五五医院,开封市医院前街3号,475003,0378-3932210(总机),任真年,600,三乙,820,心胸外科、优生优育、神经内科、骨科、血液肿瘤科、内分泌科、呼吸内科、消化内科、心内科、五官整形科、小儿科、药械科、急诊急救等
河南省,郑州市 ,郑州铁路医院,郑州市陇海中路13号,450053,0371-8320657,郭磊,60,一甲,600,口腔专科、腹腔科等
河南省,郑州市,郑州大学第二附属医院,郑州市经八路2号,450003,0371-3930120、3934118,王建平,550,,1000,消化内科、妇产科、普胸外科、心脏外科、心血管外科
河南省,郑州市,河南省医学会医院,郑州市,450000,0371-6223768,,,,,
河南省,郑州市 ,河南省直第三人民医院(原：河南省地质医院),郑州市伏牛路198号,450006,0371-8980107、8610125,赵玉玲,300,,421,脑外科、泌尿外科、手外科等
河南省,郑州市 ,河南民族医院,郑州市延陵街19号,450000,0371-6995031,,,,,
河南省,郑州市 ,河南省结核病防治研究所河南省肺科医院,郑州市纬五路1号,450003,0371-5955041、5958149、5949078,刘福全,280,,137,结核内科、外科、呼吸内科等
河南省,郑州市 ,河南康复中心医院,郑州市东风路7号,467500,0371-3842084、3940794,,,,,
河南省,郑州市 ,河南省老干部医疗康复中心,郑州市东明路2号,450003,0371-5942426、5979818,,,,,
河南省,郑州市 ,河南风湿病医院,郑州市花园口,450045,0371-5591523、5591140,娄玉钤,300,,100,类风湿性关节炎、强直性脊柱炎、骨性关节炎、痛风等疑难风湿病
河南省,郑州市 ,河南省职业病防治所,郑州市康复中街,450052,0371-6967348,,,,,
河南省,郑州市 ,中国抗癌协会郑州分会和平医院,郑州市陇海东路278号,450000,0371-6353468,,,,,
河南省,郑州市 ,郑州市第七人民医院,郑州市汝河西路12号,450006,0371-8982509、8856501,李新荣,200,,200,心肾专科、心血管病、泌尿系疾病、冠心病、心力衰竭、心律失常、介入治疗等
河南省,郑州市 ,郑州市第二中医院,郑州市铭功路41号,450000,0371-6223260、6223547,芦长海,100,,173,
河南省,郑州市 ,郑州市红十字医院,郑州市德化街40号,450000,0371-6965663,周国建,111,,185,
河南省,郑州市 ,郑州市中原红十字会医院,郑州市桐柏路226号,450007,0371-7628140,李刚,180,,144,
河南省,郑州市 ,郑州市颈肩腰腿痛医院,郑州二七区福华街58号,450052,0371-8727476,邵福元,200,,350,颈椎病科、关节病科、腰腿痛病科等
河南省,郑州市 ,郑州市心血管研究所,郑州市汝河路12号,450006,0371-8982509,刘院长,100,,76,
河南省,郑州市 ,郑州市大肠肛门病医院,郑州市陇海东路51号,450004,0371-6316874,宋光瑞,120,,96,
河南省,郑州市 ,郑州市聋儿康复中心,郑州市金海大道80号,450052,0371-8884833,,,,,
河南省,郑州市 ,郑州市职业病防治所,郑州市红旗路22号,450053,0371-3934982,,,,,
河南省,郑州市 ,郑州市金海皮肤科医院,郑州市,450052,0371-8727714,,,,,
河南省,郑州市 ,郑州市糖尿病医院,郑州市,450000,0371-5592607,,,,,
河南省,郑州市 ,郑州兴华妇产科医院,郑州市马砦街117号,450052,0371-6992048,刘玉花,43,,61,
河南省,郑州市 ,郑州市上街区人民医院,郑州市济源路75号,450041,0371-8923852,安继渊,120,,195,
河南省,郑州市 ,上街区中医院,郑州市,450041,0371-8922028,,,,,
河南省,郑州市 ,上街区康华骨科医院,郑州市上街区,450041,0371-8927341,,,,,
河南省,郑州市 ,郑州市金水区人民医院,郑州市纬五路17号,450003,0371-5951736、5979520,周国平,150,,228,
河南省,郑州市 ,郑州市金水区第二人民医院,郑州市金水区,450003,0371-5891413,,,,,
河南省,郑州市 ,郑州市金水区妇幼保健所,郑州市农业路60号,450053,0371-3945500,,,,,
河南省,郑州市 ,郑州市金水区红十字会医院,郑州市,450053,0371-6510503,,,,,
河南省,郑州市 ,郑州市中原区人民医院,郑州中原区桐柏路64号,450007,0371-7448315、8610242,潘俊初,100,,138,
河南省,郑州市 ,郑州市中原区中医院,郑州市中原区计划路1号,450007,0371-7632533,齐淑梅,150,,141,
河南省,郑州市 ,郑州市中原区妇幼保健所,郑州市桐柏路209号,450007,0371-7626645,,,,,
河南省,郑州市 ,郑州市中原红十字会医院,郑州市桐柏路226号,450007,0371-7628140、7644388,陈万青,,,,
河南省,郑州市 ,郑州市邙山区人民医院,郑州市邙山区,450044,0371-3981197,,100,,193,
河南省,郑州市 ,郑州市邙山区第二人民医院,郑州市,450043,0371-3591011,,,,,
河南省,郑州市 ,郑州市邙山区中医院,郑州市邙山区,450044,0371-3730439、3837918,,,,,
河南省,郑州市 ,郑州市邙山区妇幼保健所,郑州市金海大道92号,450052,0371-3833661,,,,,
河南省,郑州市 ,郑州市二七区人民医院,郑州市德化街40号,450052,0371-6964317,,,,,
河南省,郑州市 ,郑州市二七区第二人民医院,郑州市,450052,0371-8970240,,,,,
河南省,郑州市 ,郑州市二七区妇幼保健所,郑州市曹砦西街5号,450052,0371-8984735、8984235,,,,,
河南省,郑州市 ,郑州市二七工业医院,郑州市二七延陵街19号,450052,0371-6965485,杨润浩,100,,98,
河南省,郑州市 ,郑州市向阳中心医院郑州市管城区人民医院,郑州市西大街73号,450000,0371-6228309,查振州,150,,192,
河南省,郑州市 ,郑州市管城区中医院,郑州市城东路60号,450004,0371-6318501、5670277,昌院长,113,,154,
河南省,郑州市 ,郑州市管城区妇幼保健所,郑州市商城路217号,450000,0371-6226580,,,,,
河南省,郑州市 ,郑州市管城男性病专科医院,郑州市,450000,0371-6222814,,,,,
河南省,郑州市 ,郑州市骨髓炎医院,郑州市航海东路95号,450009,0371-6825790,袁卓峰,,,,
河南省,郑州市 ,郑州益康中医院,郑州市东明路47号附48号,450004,0371-6346387、6342008,,,,,疤痕疙瘩治疗中心、胃肠病结肠炎科、骨质增生等
河南省,郑州市 ,河南第二荣康医院,郑州市,450004,,宋卫国,600,,,精神病专科、内科、外科、妇科、儿科、骨外科、脉管炎、癫痫病等
河南省,郑州市 ,郑州市侨光医院,郑州市渠北路,450045,0371-5711116,李卓杰,110,,164,
河南省,郑州市 ,郑州市郑台医院,郑州市汝河路93号,450045,0371-8610381,,,,,
河南省,郑州市 ,郑州民生医院,郑州市,450045,0371-7982908,,,,,
河南省,郑州市 ,郑州光明医院,郑州市陇海中路34号,450052,0371-6963766,,,,,
河南省,郑州市 ,郑州同济医院,郑州南阳路北段1699号,450052,0371-3723333,,,,,
河南省,郑州市 ,郑州大学医院,郑州市大学路75号,450052,0371-7973682,,100,,142,
河南省,郑州市 ,河医大校医院,郑州市大学路40号,450052,0371-6973942,,,,,
河南省,郑州市 ,郑州农大校医院,郑州市文化路95号,450002,0371-3945945,,,,,
河南省,郑州市 ,郑州铁路中医院分院,郑州市康复前街3号,450052,0371-8712921,王瑞堂,80,,91,
河南省,郑州市 ,河南省煤炭总医院,郑州市文化路77号,450002,0371-3792185、3521756,张林森,500,,,
河南省,郑州市 ,郑州东方医院,郑州市南阳路135号,450003,0371-3738944,,,,,
河南省,郑州市 ,郑州市第二砂厂职工医院,郑州市中原区,450006,0371-7448803,,112,,136,
河南省,郑州市 ,郑州市第三棉纺厂职工医院,郑州市棉纺路3号,450007,0371-7447400,,100,,167,
河南省,郑州市 ,郑州市第五棉纺织厂职工医院,郑州市棉纺西路1号,450007,0371-7448562,,104,,194,
河南省,郑州市 ,郑州工商银行职工医院,郑州大同路124号,450000,0371-6961857、6962936,,,,,
河南省,郑州市 ,郑州轻型汽车制造厂职工医院,郑州市陇海中路37号,450052,0371-6968403,,,,,
河南省,郑州市 ,郑州卷烟厂职工医院,郑州市陇海东路72号,450004,0371-6322918,,,,,
河南省,郑州市 ,河南省嵩岳集团郑州印染厂职工医院,郑州市棉纺路2号,450007,0371-7635657,,,,,
河南省,郑州市 ,河南省中牟造纸厂职工医院,郑州向阳路11号,451450,0371-2181102,,,,,
河南省,郑州市 ,河南开普化工股份有限公司职工医院,郑州市孝沙中路,451200,0371-4351661,,,,,
河南省,新郑市,新郑市第二人民医院,新郑市,451100,0371-2693487,,,,,
河南省,新郑市,新郑市中医院,新郑市街后街59号,451100,0371-2693496,陈院长,100,,162,
河南省,新郑市,新郑市妇幼保健所,新郑市人民路,451150,0371-2694494,,,,,
河南省,新郑市,新郑市康复医院,新郑市新建南路,451100,0371-2693640,陈全成,106,,185,
河南省,新郑市,新郑市公疗医院,新郑市中华路19号,451150,0371-2693487,丁传良,127,,132,
河南省,新郑市,新郑市东海医院,新郑市,451150,0371-2693161,,,,,
河南省,荥阳市,荥阳市人民医院,荥阳市索河路东段137号,450100,0371-4602442,刘太元,250,,367,
河南省,荥阳市,荥阳市中医院,荥阳市老城南街,450100,0371-4662207,车家钧,100,,242,
河南省,荥阳市,荥阳市妇幼保健院,荥阳市河阴路南段,450100,0371-9822866、4602300,王玉枝,100,,223,
河南省,荥阳市,荥阳市公费医疗医院,荥阳市索河路东段,450100,0371-4665296,王华章,100,,107,
河南省,荥阳市,郑文友中医肿瘤医院,荥阳市工业园区,150100,0371-4609640,郑文友,38,,67,
河南省,登封市,登封市第二人民医院,登封市,452740,0371-2865801,,,,,
河南省,登封市,登封市第三人民医院,登封市,452740,0371-2872850,,,,,
河南省,登封市,登封市中医院,登封市中岳大街,452470,0371-2862265,,,,,
河南省,登封市,登封市妇幼保健院,登封市南街村,452470,0371-2872624,高友良,120,,184,
河南省,登封市,登封市骨科医院,登封市,452470,0371-2866120,,,,,
河南省,登封市,登封市胃肠病专科,登封市西关街6号,452470,0371-2872324,,,,,
河南省,登封市,登封市红十字会少林医院,登封市少林村,452491,0371-2849047,,,,,
河南省,登封市,登封市水利医院,登封市东关村,452470,0371-2872033,,,,,
河南省,登封市,登封市三康医院,登封市,452470,0371-2873954,,,,,
河南省,新密市,新密市第二人民医院,新密市东街村,452370,0371-9822469,田松恩,100,,151,
河南省,新密市,新密市第三人民医院,新密市,452370,0371-9824708,,,,,
河南省,新密市,新密市妇幼保健院,新密市韩庄村,452370,0371-9822866,宫社,181,,221,
河南省,新密市,新密市红十字会中风专科医院,新密市韩庄村,452370,0371-9823236,岳建华,28,,46,
河南省,新密市,新密市眼科医院,新密市赵沟村,452370,0371-9823163,杨元章,62,,43,
河南省,巩义市,巩义市第二人民医院,巩义市嵩洛西路,451200,0371-4352033,马杰,160,,210,
河南省,巩义市,巩义市妇幼保健院,巩义市人民西路,451200,0371-4352341、4369777,李占营,154,,243,
河南省,巩义市,巩义市按摩康复医院,巩义市文化街22号,451200,0371-4351262,,,,,
河南省,密县,密县中医院,郑州市密县,452370,0371-9879799,,150,,172,
河南省,密县,郑州矿务局米村煤矿职工医院,郑州市密县,452370,0371-9216419,,100,,98,
河南省,中牟县,中牟县第二人民医院,中牟县官渡大街中段,451450,0371-2181521,周玉玲,89,,113,
河南省,中牟县,中牟县第三人民医院,中牟县,451450,0371-2181707,,,,,
河南省,中牟县,中牟县中医院,中牟县青年路西段,451450,0371-2181003,杜安平,70,,99,
河南省,中牟县,中牟县妇幼保健所,中牟县建设路28号,451450,0371-2181534,,,,,
河南省,中牟县,石油部管道局第三工程公司职工医院,中牟县,451450,0371-2181561,,125,,171,
河南省,商丘市,商丘市第三人民医院,商丘市凯旋路648号,476000,0370-2213834,温云华,87,二甲,191,
河南省,商丘市,商丘市妇幼保健院,商丘市胜利西路121号,476000,0370-2212786,王景云,100,,252,
河南省,商丘市,商丘地区公疗医院,商丘市株洲路221号,476000,0370-2517993,王子华,75,,163,
河南省,商丘市,商丘市睢阳区中医院,商丘市睢阳区,476100,,,,,,
河南省,商丘市,商丘市公疗医院,商丘市长征路63号,476000,0370-2212332,吴守义,66,,88,
河南省,商丘市,商丘市精神病医院,商丘市民主东路146号,476000,0370-2214408,白怀宝,260,,45,
河南省,商丘市,商丘市中医院肿瘤医院,商丘市文化中路321号,476000,0370-2526800,李廉,80,,90,中医药治疗肿瘤科
河南省,商丘市,商丘市骨科医院,商丘市大陈庄村,476000,0370-2212679,胡月荣,49,,72,
河南省,商丘市,商丘市第二骨科医院,商丘市胜利东路326号,476000,0370-2217664,刘付学,60,,95,
河南省,商丘市,商丘市眼科医院,商丘市光复街56号,476000,0370-2213930,李云生,22,,51,
河南省,商丘市,商丘市按摩医院,商丘市道北,476000,,,,,,
河南省,商丘市,商丘县中医院,商丘县中山西一街30号,476100,0370-3315957,陈显明,80,,102,
河南省,商丘市,商丘县公费医疗医院,商丘县中山东三街12号,476100,0370-3312124,郭明春,120,,84,
河南省,商丘市,商丘铁路医院,商丘市青年路51号,476000,0370-5951400,王居明,40,,64,
河南省,商丘市,铁道部第三工程局三处医院,商丘市弱郊,476000,0370-2800489,,150,,171,
河南省,商丘市,商丘市职工医院,商丘市凯旋中路32号,476000,0370-2511907,马丽,80,,94,
河南省,虞城县,虞城县中医院,虞城县胜利路,476300,0370-4116137,杜翠云,35,,99,
河南省,虞城县,虞城县公费医疗医院,虞城县健康路8号,476300,0370-4112726,赵东方,105,,75,
河南省,夏邑县,夏邑县中医院,夏邑县县府路中段157号,476400,0370-6212123,吴作敬,159,,454,
河南省,夏邑县,夏邑县红十字医院,夏邑县滨湖路56号,476400,0370-6212347,王安,50,,134,
河南省,永城县,永城县第二人民医院,永城县胜利,476600,0370-5218723,谢正凯,100,,168,
河南省,永城县,永城县中医院,永城县中山,476600,0370-5212943,孙政,100,,153,
河南省,永城县,永城县公费医疗医院,永城县淮海,476600,0370-5213368,路平,172,,210,
河南省,柘城县,柘城县人民医院,柘城县新建南街81号,476200,0370-7213451,,346,,358,
河南省,柘城县,柘城县中医院,柘城县春水西路189号,476200,0370-7213343,唐言善,100,,176,
河南省,柘城县,柘城县公费医疗医院,柘城县民主大街8号,476200,0370-7213450,田琦,100,,167,
河南省,宁陵县,宁陵县人民医院,宁陵县北关村,476700,0370-7811223,华金远,225,,425,
河南省,宁陵县,宁陵县康复中心,宁陵县张弓路40号,476700,0370-7812309,郭振华,120,,153,
河南省,宁陵县,宁陵县公费医疗医院,宁陵县南关村,476700,0370-7812495,史道云,62,,175,
河南省,睢县,睢县人民医院,睢县劳动一街235号,476900,0370-8112247,王洪如,239,,336,
河南省,睢县,睢县中医院,睢县民主路6号,476900,0370-8111666,苏建华,160,,559,
河南省,睢县,睢县公费医疗医院,睢县袁山路345号,476900,0370-8112453,余广州,120,,160,
河南省,民权县,民权县人民医院,民权县治安路中段23号,476800,0370-8512046,赵彦清,282,,367,
河南省,民权县,民权县中医院,民权县工农路21号,476800,0370-8512426,王殿启,104,,397,
河南省,安阳市,安阳市第三人民医院,安阳市东风路51号,455000,0372-2925357、2957248,梅院长,290,,645,皮肤、中医、针灸、理疗科、肿瘤外科、肿瘤内科等
河南省,安阳市,安阳市第五人民医院,安阳市安钢大道339号,455000,0372-3931340,王国玉,160,,236,
河南省,安阳市,安阳市口腔医院,安阳市中山街50号,455000,0372-5924843,付民,100,,425,口腔内科、颌面外科、正畸科、口腔修复等
河南省,安阳市,安阳市精神病医院,安阳市文明路,455000,0372-3931602,张宪稳,60,,58,
河南省,安阳市,安阳市眼科医院,安阳市老城内二道街2号,455000,0372-5923324、2963324,王敬民,200,,191,眼科、内科、耳鼻喉科、口腔科等
河南省,安阳市,安阳市脉管炎医院,安阳市轻工路,455000,0372-2924871,马院长,100,,67,
河南省,安阳市,安阳市齐氏整形中心,安阳市洹北医院胜利路南段,455000,0372-2281501、2283741,耿院长,,,,整形、手外伤治疗、断指再植、显微外科等
河南省,安阳市,安阳市中医院肾病治疗中心,安阳市,455000,,周修子,,,,
河南省,安阳市,安阳市糖尿病医院,安阳市安阳桥北200米路东,455000,0372-2290120,杨本瑜,,,,糖尿病、眼底出血、肾功能不全、脚趾坏死、甲状腺疾病、儿童发育障碍、男女不孕、肿瘤病等
河南省,安阳市,安阳市灯塔医院,安阳市北门东段,455000,0372-5923366,韦绪性,200,,394,
河南省,安阳市,安阳市新兴医院,安阳市铁西路中段,455000,0372-3932019,刘元生,,,,肿瘤科、糖尿病科、乙肝科、腰椎盘科等
河南省,安阳市,安阳市郊区人民医院,安阳市园南路,455000,0372-2961072,梁学信,132,,176,
河南省,安阳市,安阳市郊区第二人民医院,安阳市胜利路,455000,0372-2281501,耿天书,100,,207,手头科、整形外科等
河南省,安阳市,安阳市郊区东郊卫生院,安阳市园南路,455000,0372-2963394,,100,,55,
河南省,安阳市,安阳市交通医院,安阳市库口街26号,455000,0372-5922280,罗秀兰,103,,136,
河南省,安阳市,安阳县第一人民医院,安阳县辅岩路医学街1号,455133,0372-5882852,李金仁,201,,139,五官科、中医科、传染病科、康复科等
河南省,安阳市,安阳县第二人民医院,安阳县白壁镇,455112,0372-2628322,杜长江,100,,67,
河南省,安阳市,安阳县中医院,安阳县东街村,455112,0372-2628501,孟令银,87,,83,
河南省,安阳市,安阳矿务局总医院,安阳县铁西区辅岩路,455133,0372-5928471、5853041,郝利民,160,,169,
河南省,滑县,滑县第二人民医院,滑县东留固村,456464,0372-8671158,武正方,74,,112,
河南省,滑县,滑县第三人民医院,滑县东关村,456400,0372-8612021,冯同修,82,,97,
河南省,滑县,滑县中医院,滑县城关镇小西关村,456400,0372-8611041,朱明奇,100,,198,
河南省,滑县,滑县妇幼保健院,滑县东关村,456400,0372-8612716,赵金用,80,,101,
河南省,滑县,滑县公费医疗医院,滑县东关村,456400,0372-8612602,朱元生,65,,88,
河南省,滑县,滑县道口镇卫生院,滑县道口镇,456400,0372-8112021,,100,,72,
河南省,内黄县,内黄县人民医院,内黄县城关镇,456300,0372-7715137,王俊英,241,,225,内科、外科、传染病科、中医科、放射内科
河南省,内黄县,内黄县中医院,内黄县城关镇西关村,456300,0372-7711932,韦绪怀,100,,208,
河南省,内黄县,内黄县公费医疗医院,内黄县东风村,456300,0372-7711059,陈双根,101,,121,
河南省,林州市,林州市人民医院,林州市太行路41号,456550,0372-6812796、6812789,秦周顺,420,,195,
河南省,林州市,林州市中医院,林州市龙山路180号,456550,0372-6812366,翟江林,60,,73,
河南省,林州市,林州市肿瘤医院,林州市龙山路174号,456550,0372-6813099,连士勇,61,,73,
河南省,林州市,林州市骨科医院,林州市元康村,456583,0372-6991161,冯秋群,46,,85,
河南省,林州市,林州市眼科医院,林州市元康村,456583,0372-6911244,李增苏,35,,59,
河南省,林州市,林州市城关卫生院,林县城关镇,456550,0372-6813044,,100,,46,
河南省,林州市,林州市姚村乡卫生院,林县姚村乡,456592,0372-6511145,,100,,67,
河南省,林州市,林州市大众职工医院,林州市北关,456500,0372-6816130,杨永生,100,,163,
河南省,汤阴县,汤阴县人民医院,汤阴县城关镇人民路13号,456150,0372-6213084,秦英林,272,,248,中医科、病理科、妇产科等
河南省,汤阴县,汤阴县第二人民医院,汤阴县精忠路,456150,0372-6213539,朱孝明,94,,114,
河南省,汤阴县,汤阴县城关镇卫生院,汤阴县城关镇,456150,0372-6213648,,150,,77,
河南省,新乡市,新乡医学院益民医院,新乡市,456000,0373-2622433,,,,,
河南省,新乡市,新乡市第三人民医院,新乡市北站区,453011,0373-3096320,,150,,53,
河南省,新乡市,新乡市中医院,新乡市向阳路1号,453003,0373-5031011、5011211,井长纯,200,,337,肾病、糖尿病、心脑血管病
河南省,新乡市,新乡市妇幼保健院,新乡市和平路242号,453003,0373-3052798,周友华,260,,247,妇产、儿科、小儿外科、针灸科
河南省,新乡市,新乡市传染病医院,新乡市新华区化工路21号,453000,0373-3031895、5031312,,130,,21,
河南省,新乡市,新乡市按摩医院,新乡市中原路,453002,,,,,,
河南省,新乡市,新乡市眼科医院,新乡市,456000,0373-3054569,,,,,
河南省,新乡市,新乡市公费医疗医院,新乡市,453002,0373-2021363,,,,,
河南省,新乡市,新乡市公立医院,新乡市和平北路95号,453002,0373-3052592、3384171,李祥彩,157,,56,手外科、妇产科、中医科、针灸科等
河南省,新乡市,河南省荣康医院,新乡市荣校路20号,453003,0373-3053072、3054383,张荣海,400,,112,骨科、胸外科、中医科、肿瘤科、皮肤科
河南省,新乡市,新乡市新华区人民医院,新乡市新华区新华东街,453000,0373-2022282,,185,,704,
河南省,新乡市,新乡市红旗区人民医院,新乡市平原路,453003,0373-2027065,,150,,670,
河南省,新乡市,新乡市北站区人民医院,新乡市北站区,453011,0373-3096420,,80,,187,
河南省,新乡市,新乡市郊区人民医院,新乡市和平路北段,453002,0373-3052592,,150,,164,
河南省,新乡市,新乡铁路医院,新乡市自由路36号,453000,0373-2810434、2093114,,280,,268,
河南省,新乡市,新乡县人民医院,新乡县小吉乡,453731,0373-5592002、2022676,,255,,214,耳鼻喉科、普外科、传染病科、皮肤科等
河南省,辉县市,辉县市人民医院,辉县市城内村,453600,0373-6278053,齐海龙,235,,538,传染病科、妇产科、内科、外科等
河南省,辉县市,辉县第二人民医院,辉县市城内村,453600,0373-6291469,王利军,132,,151,
河南省,辉县市,辉县第三人民医院,辉县市孟庄村,453621,0373-6090224,杨永平,148,,137,
河南省,辉县市,辉县第四人民医院,辉县市城北街54号,453600,0373-6292147,琚泽福,103,,157,
河南省,辉县市,辉县市公费医院,辉县市城内村,453600,0373-6291120,李根青,76,,128,
河南省,长垣县,长垣县人民医院,长垣县城西关街,453400,0373-8892402,周济化,200,,450,传染病科、皮肤科、中医科、正骨科等
河南省,长垣县,长垣县中医院,长垣县城东街,453400,0373-8893845,李宠伟,84,,94,
河南省,获嘉县,获嘉县人民医院,获嘉县城新华街,453800,0373-4591274,李培林,226,,595,耳鼻喉科、皮肤科、脑外科、胸外科等
河南省,获嘉县,获嘉县中医院,获嘉县城胜利路,453800,0373-4585407,李瑞银,151,,212,
河南省,获嘉县,获嘉县中医精神病院,获嘉县太山村,453821,0373-4696108,马耀国,41,,69,
河南省,获嘉县,获嘉县职工医院获嘉县心脑血管病医院,获嘉县,453800,0373-4586388,,,,,
河南省,封丘县,封邱县人民医院,封邱县城小东关村,453300,0373-8292367,李连合,206,,186,普外科、胸外科、创伤外科等
河南省,原阳县,原阳县人民医院,原阳县东街村,453500,0373-7291556,秦云贤,266,,114,内分泌内科、心血管内科、肿瘤科等
河南省,原阳县,原阳县中医院,原阳县东街村,453500,0373-7292127,张学鹏,60,,74,
河南省,延津县,延津县人民医院,延津县城西街村,453200,0373-7691830,张强,250,,181,普外科、皮肤科、康复科、病理科等
河南省,延津县,延津县中医院,延津县北街村,453200,0373-7692571,韩启利,74,,194,
河南省,延津县,延津县眼科医院,延津县中位邱村,453212,0373-7691046,张宪,60,,210,
河南省,延津县,延津县精神病康复医院,新乡市延津县榆林,453241,0373-7720021,,200,,102,精神科、癫痫专科、康复科等
河南省,封丘县,封丘县中医院,封丘县北街村,453300,0373-8293779,齐振韩,72,,88,
河南省,封丘县,封丘县眼科医院,封丘县北街村,453300,0373-8296975,张顺,42,,62,
河南省,卫辉市,卫辉市人民医院,卫辉市县前街,453100,0373-4494258、4496991,毛院长,178,,187,
河南省,卫辉市,卫辉市第二人民医院,卫辉市砂掌村,453142,0373-42483154,张四保,100,,47,
河南省,卫辉市,卫辉市中医院,卫辉市南站十字,453100,0373-4494554,李廷样,80,,70,
河南省,卫辉市,卫辉市康复医院卫辉市血液病专科医院,卫辉市铁西工业园区,453100,0373-4410348,盖玉惠,,,,血液病专科
河南省,卫辉市,卫辉市汲水医院,卫辉市马市街,453100,0373-4495247,马树忠,60,,95,
河南省,卫辉市,河南省华新棉纺织厂职工医院,卫辉市纱厂街,453100,0373-4494222,,200,,287,妇产科、五官科、中医科等
河南省,许昌市,许昌市第二人民医院,许昌市七一路,461000,0374-2332535,,,,,
河南省,许昌市,许昌市第三人民医院,许昌市许禹路15号,461000,0374-3313975,申德玉,60,,182,
河南省,许昌市,许昌市妇幼保健院,许昌市光明路22号,461000,0374-3310179,苗遂亮,50,,61,
河南省,许昌市,许昌按摩医院,许昌市前进路12号,461000,,,,,,
河南省,许昌市,许昌市魏都区第二人民医院,许昌市七一路67号,461000,0374-2332532,张发建,120,,147,
河南省,许昌市,许昌市协联医院,许昌市五一路,461000,0374-3313927,,,,,
河南省,许昌市,许昌市建安医院,许昌市,461000,0374-3311383,,,,,
河南省,许昌市,许昌市公疗医院,许昌市市后街26号,461000,0374-2627203,于落雨,72,,87,
河南省,许昌市,许昌市交通医院,许昌市新兴路83号,461000,0374-2622412,,50,,61,
河南省,许昌市,许昌铁路医院,许昌市解放路36号,461000,0374-3319052,齐凯歌,46,,89,
河南省,许昌市,许昌市商业职工医院,许昌市南大街55号,461000,0374-2626668,张建忠,60,,144,
河南省,许昌市,许昌县中医院,许昌县许南路,461000,0374-3315194,陈天茹,30,,53,
河南省,许昌市,许昌县妇幼保健院,许昌县北村,461000,0374-3311241,艾武装,58,,118,
河南省,许昌市,许昌县公疗医院,许昌市新许居委会,461100,0374-2927456,王春华,72,,107,
河南省,长葛市,长葛市中医院,长葛市建设路南段,461500,,,,,,
河南省,鄢陵县,鄢陵县第二人民医院,鄢陵县西关街,461200,0374-7122871,李德俭,33,,147,
河南省,鄢陵县,鄢陵县中医院,鄢陵县新建街,461200,0374-7123055,晋相林,60,,131,
河南省,鄢陵县,鄢陵县精神病医院,鄢陵县许庄村,461212,0374-7691078,许金山,65,,50,
河南省,鄢陵县,鄢陵县公费医疗医院,鄢陵县东大街,461200,0374-7123207,黄金木,74,,116,
河南省,襄城县,襄城县人民医院,襄城县南关河西村,452670,0374-3592089、3592088,夏合中,316,,412,心血管内科、康复科、普外科、骨伤科等
河南省,襄城县,襄城县中医院,襄城县张先庄,461700,0374-7583420,张明顺,60,,285,
河南省,襄城县,襄城县骨科医院,襄城县三里沟村,461700,0374-7582258,王相奇,40,,53,
河南省,襄城县,襄城县公疗医院,襄城县东关村,461700,0374-7581057,张伟松,68,,73,
河南省,禹州市,禹州第二人民医院,禹州市广场居民委员会,461670,0374-8184572,宋德义,65,,118,
河南省,禹州市,禹州市城关镇卫生院,禹州市城关镇滨河路,452570,,,100,,134,
河南省,禹州市,禹州市公疗医院,禹州市古钧,461670,0374-8182415,周新义,100,,153,
河南省,禹州市,禹州市职工医院,禹州市古钧居民委员会,461670,0374-8181823,马内仁,100,,131,
河南省,平顶山市,平顶山市第四人民医院,平顶山市,467000,0375-4942497,,,,,
河南省,平顶山市,平顶山市妇幼保健院,平顶山市开源路南28号,467000,0375-4942497,时军远,77,,152,
河南省,平顶山市,平顶山市口腔医院,平顶山市公园北街9号,467000,0375-2924103,陈建国,50,,238,
河南省,平顶山市,平顶山市民政按摩医院,平顶山市劳动路36号,467021,,,,,,
河南省,平顶山市,平顶山市哮喘病医院,平顶山市,467021,0375-2920627,,,,,
河南省,平顶山市,平顶山市煤业集团公司职业病防治院,平顶山市北渡乡水库路南14号院,467001,0375-2067691,,105,,72,尘肺病科、职业性中毒科等
河南省,平顶山市,平顶山市卫东区人民医院,平顶山市矿工路,467000,0375-3933793,刘中惠,70,,36,
河南省,平顶山市,平顶山市新华区人民医院,平顶山市新华区光明路158号,467000,0375-2922373,蔡世杰,130,,98,
河南省,平顶山市,平顶山市湛河区人民医院,平顶山市,467000,0375-3934813,,,,,
河南省,平顶山市,平顶山市郊区人民医院,平顶山市五条路东段,467000,0375-3934813,,100,,19,
河南省,平顶山市,韩庄煤矿卫生学校附属医院,平顶山市,467046,0375-6212112,,100,,123,
河南省,平顶山市,平顶山矿务忆煤矿卫生学校附属医院,平顶山市东工人镇,467013,0375-3260244,,100,,145,
河南省,平顶山市,平顶山市煤业集团公司总医院第二分院,平顶山市新华区新新街,467091,0375-2950239,,120,,85,
河南省,平顶山市,平顶山市煤业集团公司八矿职工医院,平顶山市光华路,467012,0375-2923831,,183,,202,
河南省,平顶山市,平顶山市煤业集团公司一矿职工医院,平顶山市开源路一矿口北,467011,0375-2924493,,150,,137,
河南省,平顶山市,平顶山市煤业集团公司高庄矿职工医院,平顶山市西区南顾庄工人村,467045,0375-2527654,,117,,62,
